"","from","to"
"12171",33,161
"12172",33,163
"12173",33,162
"12174",33,33
"12175",161,161
"12176",10,10
"12177",10,10
"12178",10,12
"12179",12,10
"12180",12,12
"12181",10,10
"12182",10,12
"12183",12,10
"12184",12,12
"12185",10,10
"12186",10,11
"12187",10,12
"12188",11,10
"12189",11,11
"12190",11,12
"12191",12,10
"12192",12,11
"12193",12,12
"12194",135,135
"12195",135,29
"12196",135,31
"12197",29,135
"12198",29,29
"12199",29,31
"12200",31,135
"12201",31,29
"12202",31,31
"12203",135,135
"12204",135,29
"12205",135,31
"12206",29,135
"12207",29,29
"12208",29,31
"12209",31,135
"12210",31,29
"12211",31,31
"12212",135,135
"12213",135,135
"12214",135,29
"12215",135,31
"12216",29,135
"12217",29,29
"12218",29,31
"12219",31,135
"12220",31,29
"12221",31,31
"12222",135,135
"12223",135,66
"12224",135,21
"12225",66,135
"12226",66,66
"12227",66,21
"12228",21,135
"12229",21,66
"12230",21,21
"12231",135,135
"12232",135,31
"12233",135,150
"12234",31,135
"12235",31,31
"12236",31,150
"12237",150,135
"12238",150,31
"12239",150,150
"12240",135,135
"12241",135,73
"12242",73,135
"12243",73,73
"12244",135,135
"12245",135,66
"12246",135,21
"12247",66,135
"12248",66,66
"12249",66,21
"12250",21,135
"12251",21,66
"12252",21,21
"12253",135,135
"12254",135,29
"12255",135,31
"12256",29,135
"12257",29,29
"12258",29,31
"12259",31,135
"12260",31,29
"12261",31,31
"12262",135,135
"12263",135,29
"12264",135,31
"12265",29,135
"12266",29,29
"12267",29,31
"12268",31,135
"12269",31,29
"12270",31,31
"12271",135,135
"12272",135,29
"12273",135,31
"12274",29,135
"12275",29,29
"12276",29,31
"12277",31,135
"12278",31,29
"12279",31,31
"12280",132,132
"12281",132,82
"12282",82,132
"12283",82,82
"12284",132,132
"12285",132,132
"12286",132,82
"12287",132,32
"12288",82,132
"12289",82,82
"12290",82,32
"12291",32,132
"12292",32,82
"12293",32,32
"12294",132,132
"12295",132,132
"12296",132,101
"12297",101,132
"12298",101,101
"12299",132,132
"12300",132,132
"12301",132,32
"12302",32,132
"12303",32,32
"12304",132,132
"12305",132,132
"12306",132,132
"12307",132,82
"12308",82,132
"12309",82,82
"12310",132,132
"12311",132,132
"12312",132,32
"12313",32,132
"12314",32,32
"12315",132,132
"12316",132,82
"12317",82,132
"12318",82,82
"12319",132,132
"12320",132,92
"12321",92,132
"12322",92,92
"12323",132,132
"12324",132,82
"12325",82,132
"12326",82,82
"12327",132,132
"12328",132,132
"12329",132,82
"12330",82,132
"12331",82,82
"12332",132,132
"12333",132,132
"12334",132,82
"12335",82,132
"12336",82,82
"12337",132,132
"12338",132,82
"12339",82,132
"12340",82,82
"12341",132,132
"12342",132,82
"12343",82,132
"12344",82,82
"12345",132,132
"12346",132,165
"12347",165,132
"12348",165,165
"12349",132,132
"12350",132,82
"12351",82,132
"12352",82,82
"12353",132,132
"12354",132,82
"12355",82,132
"12356",82,82
"12357",132,132
"12358",132,132
"12359",132,82
"12360",82,132
"12361",82,82
"12362",132,132
"12363",132,82
"12364",82,132
"12365",82,82
"12366",166,166
"12367",166,137
"12368",137,166
"12369",137,137
"12370",166,166
"12371",166,166
"12372",166,137
"12373",137,166
"12374",137,137
"12375",166,166
"12376",166,166
"12377",166,166
"12378",166,137
"12379",137,166
"12380",137,137
"12381",166,166
"12382",166,137
"12383",137,166
"12384",137,137
"12385",166,166
"12386",166,137
"12387",137,166
"12388",137,137
"12389",166,166
"12390",166,151
"12391",166,137
"12392",151,166
"12393",151,151
"12394",151,137
"12395",137,166
"12396",137,151
"12397",137,137
"12398",166,166
"12399",166,149
"12400",166,137
"12401",149,166
"12402",149,149
"12403",149,137
"12404",137,166
"12405",137,149
"12406",137,137
"12407",166,166
"12408",166,137
"12409",137,166
"12410",137,137
"12411",166,166
"12412",166,137
"12413",137,166
"12414",137,137
"12415",166,166
"12416",166,166
"12417",166,137
"12418",137,166
"12419",137,137
"12420",166,166
"12421",166,137
"12422",137,166
"12423",137,137
"12424",166,166
"12425",166,166
"12426",166,137
"12427",137,166
"12428",137,137
"12429",166,166
"12430",166,137
"12431",137,166
"12432",137,137
"12433",166,166
"12434",166,166
"12435",166,166
"12436",166,137
"12437",137,166
"12438",137,137
"12439",166,166
"12440",166,137
"12441",137,166
"12442",137,137
"12443",166,166
"12444",166,166
"12445",166,163
"12446",163,166
"12447",163,163
"12448",166,166
"12449",166,112
"12450",112,166
"12451",112,112
"12452",167,167
"12453",167,122
"12454",122,167
"12455",122,122
"12456",158,158
"12457",158,158
"12458",158,158
"12459",158,158
"12460",158,158
"12461",158,158
"12462",36,36
"12463",36,5
"12464",5,36
"12465",5,5
"12466",36,36
"12467",36,5
"12468",5,36
"12469",5,5
"12470",36,36
"12471",36,5
"12472",5,36
"12473",5,5
"12474",36,36
"12475",36,5
"12476",5,36
"12477",5,5
"12478",36,36
"12479",36,5
"12480",5,36
"12481",5,5
"12482",36,36
"12483",36,5
"12484",5,36
"12485",5,5
"12486",36,36
"12487",36,5
"12488",5,36
"12489",5,5
"12490",36,36
"12491",36,5
"12492",5,36
"12493",5,5
"12494",36,36
"12495",36,5
"12496",5,36
"12497",5,5
"12498",36,36
"12499",36,5
"12500",36,78
"12501",5,36
"12502",5,5
"12503",5,78
"12504",78,36
"12505",78,5
"12506",78,78
"12507",36,36
"12508",36,36
"12509",36,36
"12510",36,36
"12511",36,5
"12512",5,36
"12513",5,5
"12514",36,36
"12515",36,5
"12516",36,72
"12517",5,36
"12518",5,5
"12519",5,72
"12520",72,36
"12521",72,5
"12522",72,72
"12523",36,36
"12524",36,5
"12525",5,36
"12526",5,5
"12527",36,36
"12528",36,36
"12529",36,5
"12530",36,72
"12531",5,36
"12532",5,5
"12533",5,72
"12534",72,36
"12535",72,5
"12536",72,72
"12537",35,35
"12538",35,35
"12539",35,35
"12540",35,35
"12541",35,6
"12542",6,35
"12543",6,6
"12544",35,35
"12545",35,35
"12546",35,35
"12547",35,35
"12548",35,35
"12549",35,35
"12550",35,35
"12551",35,35
"12552",35,35
"12553",35,35
"12554",35,35
"12555",35,35
"12556",35,125
"12557",35,134
"12558",125,35
"12559",125,125
"12560",125,134
"12561",134,35
"12562",134,125
"12563",134,134
"12564",35,35
"12565",35,35
"12566",35,35
"12567",35,35
"12568",35,35
"12569",35,35
"12570",35,35
"12571",35,35
"12572",35,35
"12573",35,35
"12574",35,35
"12575",35,35
"12576",35,35
"12577",35,35
"12578",35,35
"12579",35,35
"12580",35,35
"12581",35,35
"12582",35,35
"12583",35,35
"12584",35,35
"12585",35,35
"12586",35,35
"12587",35,35
"12588",35,35
"12589",35,35
"12590",35,35
"12591",35,35
"12592",35,35
"12593",35,35
"12594",35,35
"12595",87,87
"12596",87,87
"12597",87,87
"12598",87,87
"12599",87,87
"12600",87,87
"12601",87,87
"12602",87,87
"12603",87,87
"12604",87,87
"12605",87,87
"12606",87,87
"12607",87,87
"12608",87,87
"12609",87,87
"12610",87,87
"12611",87,87
"12612",87,87
"12613",87,87
"12614",87,87
"12615",87,87
"12616",87,87
"12617",87,87
"12618",87,87
"12619",87,87
"12620",87,87
"12621",87,87
"12622",87,87
"12623",87,87
"12624",87,87
"12625",87,87
"12626",87,87
"12627",87,87
"12628",87,87
"12629",87,87
"12630",87,87
"12631",87,87
"12632",87,87
"12633",87,87
"12634",87,87
"12635",87,87
"12636",87,87
"12637",87,87
"12638",87,87
"12639",87,87
"12640",87,87
"12641",87,87
"12642",87,87
"12643",87,87
"12644",87,87
"12645",87,87
"12646",87,87
"12647",87,87
"12648",87,87
"12649",87,87
"12650",87,87
"12651",87,87
"12652",87,87
"12653",87,87
"12654",87,87
"12655",87,87
"12656",87,87
"12657",87,87
"12658",87,87
"12659",87,87
"12660",87,87
"12661",87,87
"12662",87,87
"12663",87,87
"12664",87,87
"12665",87,87
"12666",87,87
"12667",87,87
"12668",87,97
"12669",97,87
"12670",97,97
"12671",87,87
"12672",168,168
"12673",168,168
"12674",168,168
"12675",168,168
"12676",168,168
"12677",168,168
"12678",168,168
"12679",168,168
"12680",168,168
"12681",168,168
"12682",168,168
"12683",168,168
"12684",168,168
"12685",168,168
"12686",168,168
"12687",168,168
"12688",168,168
"12689",168,168
"12690",168,168
"12691",168,168
"12692",168,168
"12693",168,168
"12694",168,168
"12695",168,168
"12696",168,168
"12697",168,168
"12698",168,168
"12699",168,168
"12700",168,168
"12701",168,168
"12702",168,168
"12703",168,168
"12704",168,168
"12705",168,168
"12706",168,168
"12707",168,168
"12708",152,152
"12709",152,81
"12710",81,152
"12711",81,81
"12712",152,152
"12713",152,51
"12714",51,152
"12715",51,51
"12716",152,152
"12717",152,51
"12718",51,152
"12719",51,51
"12720",152,152
"12721",152,152
"12722",152,152
"12723",152,148
"12724",148,152
"12725",148,148
"12726",152,152
"12727",152,152
"12728",152,81
"12729",81,152
"12730",81,81
"12731",152,152
"12732",152,98
"12733",98,152
"12734",98,98
"12735",152,152
"12736",152,152
"12737",152,81
"12738",152,148
"12739",81,152
"12740",81,81
"12741",81,148
"12742",148,152
"12743",148,81
"12744",148,148
"12745",152,152
"12746",152,152
"12747",152,51
"12748",152,148
"12749",51,152
"12750",51,51
"12751",51,148
"12752",148,152
"12753",148,51
"12754",148,148
"12755",152,152
"12756",152,152
"12757",152,81
"12758",81,152
"12759",81,81
"12760",152,152
"12761",152,148
"12762",148,152
"12763",148,148
"12764",152,152
"12765",152,148
"12766",148,152
"12767",148,148
"12768",152,152
"12769",152,152
"12770",152,148
"12771",148,152
"12772",148,148
"12773",152,152
"12774",152,148
"12775",148,152
"12776",148,148
"12777",152,152
"12778",152,152
"12779",152,152
"12780",152,152
"12781",152,152
"12782",152,152
"12783",152,152
"12784",152,152
"12785",152,152
"12786",152,152
"12787",152,152
"12788",152,148
"12789",148,152
"12790",148,148
"12791",152,152
"12792",152,152
"12793",152,169
"12794",169,152
"12795",169,169
"12796",152,152
"12797",152,152
"12798",152,152
"12799",152,169
"12800",169,152
"12801",169,169
"12802",152,152
"12803",152,152
"12804",85,85
"12805",85,85
"12806",85,85
"12807",85,25
"12808",25,85
"12809",25,25
"12810",52,52
"12811",52,52
"12812",52,52
"12813",52,52
"12814",52,29
"12815",29,52
"12816",29,29
"12817",52,52
"12818",52,52
"12819",42,42
"12820",42,42
"12821",42,42
"12822",42,42
"12823",42,42
"12824",42,42
"12825",163,163
"12826",163,163
"12827",163,163
"12828",163,5
"12829",5,163
"12830",5,5
"12831",163,163
"12832",163,163
"12833",163,162
"12834",163,33
"12835",162,163
"12836",162,162
"12837",162,33
"12838",33,163
"12839",33,162
"12840",33,33
"12841",163,163
"12842",163,96
"12843",96,163
"12844",96,96
"12845",163,163
"12846",163,163
"12847",163,162
"12848",162,163
"12849",162,162
"12850",163,163
"12851",163,3
"12852",3,163
"12853",3,3
"12854",163,163
"12855",163,163
"12856",163,162
"12857",163,33
"12858",162,163
"12859",162,162
"12860",162,33
"12861",33,163
"12862",33,162
"12863",33,33
"12864",163,163
"12865",163,163
"12866",163,163
"12867",163,163
"12868",163,96
"12869",96,163
"12870",96,96
"12871",57,57
"12872",57,57
"12873",39,39
"12874",39,40
"12875",40,39
"12876",40,40
"12877",39,39
"12878",39,39
"12879",39,39
"12880",39,39
"12881",39,39
"12882",39,40
"12883",40,39
"12884",40,40
"12885",39,39
"12886",39,39
"12887",39,40
"12888",40,39
"12889",40,40
"12890",39,39
"12891",39,39
"12892",39,39
"12893",39,39
"12894",39,39
"12895",39,39
"12896",39,39
"12897",39,39
"12898",39,39
"12899",39,39
"12900",39,39
"12901",39,40
"12902",40,39
"12903",40,40
"12904",39,39
"12905",39,39
"12906",39,39
"12907",39,40
"12908",40,39
"12909",40,40
"12910",39,39
"12911",39,39
"12912",39,39
"12913",39,39
"12914",39,39
"12915",39,39
"12916",39,39
"12917",39,39
"12918",39,39
"12919",39,39
"12920",39,39
"12921",39,39
"12922",39,39
"12923",39,39
"12924",39,39
"12925",39,39
"12926",39,39
"12927",39,40
"12928",40,39
"12929",40,40
"12930",39,39
"12931",39,39
"12932",39,39
"12933",39,39
"12934",39,39
"12935",39,39
"12936",39,39
"12937",39,40
"12938",40,39
"12939",40,40
"12940",39,39
"12941",39,39
"12942",39,39
"12943",39,39
"12944",39,39
"12945",39,39
"12946",39,39
"12947",39,39
"12948",39,39
"12949",39,39
"12950",39,39
"12951",39,39
"12952",39,40
"12953",40,39
"12954",40,40
"12955",39,39
"12956",39,40
"12957",40,39
"12958",40,40
"12959",39,39
"12960",39,39
"12961",39,39
"12962",39,39
"12963",39,39
"12964",39,39
"12965",39,39
"12966",39,40
"12967",40,39
"12968",40,40
"12969",39,39
"12970",39,39
"12971",39,39
"12972",39,39
"12973",39,40
"12974",40,39
"12975",40,40
"12976",39,39
"12977",39,39
"12978",39,39
"12979",39,39
"12980",39,39
"12981",39,39
"12982",39,39
"12983",39,39
"12984",39,39
"12985",39,39
"12986",39,39
"12987",39,39
"12988",39,39
"12989",39,39
"12990",39,39
"12991",39,39
"12992",39,39
"12993",39,40
"12994",40,39
"12995",40,40
"12996",39,39
"12997",39,39
"12998",39,39
"12999",39,39
"13000",39,39
"13001",39,39
"13002",170,170
"13003",170,109
"13004",109,170
"13005",109,109
"13006",170,170
"13007",170,109
"13008",109,170
"13009",109,109
"13010",170,170
"13011",170,170
"13012",170,170
"13013",170,109
"13014",109,170
"13015",109,109
"13016",170,170
"13017",170,170
"13018",170,109
"13019",109,170
"13020",109,109
"13021",170,170
"13022",170,170
"13023",170,170
"13024",170,170
"13025",170,109
"13026",170,88
"13027",109,170
"13028",109,109
"13029",109,88
"13030",88,170
"13031",88,109
"13032",88,88
"13033",170,170
"13034",170,170
"13035",170,170
"13036",170,170
"13037",170,170
"13038",170,170
"13039",170,170
"13040",170,170
"13041",170,170
"13042",170,170
"13043",170,170
"13044",170,170
"13045",170,170
"13046",170,170
"13047",170,170
"13048",170,170
"13049",170,170
"13050",170,109
"13051",109,170
"13052",109,109
"13053",170,170
"13054",170,170
"13055",170,109
"13056",109,170
"13057",109,109
"13058",170,170
"13059",171,171
"13060",171,171
"13061",171,171
"13062",171,171
"13063",171,171
"13064",171,171
"13065",171,172
"13066",172,171
"13067",172,172
"13068",171,171
"13069",171,172
"13070",172,171
"13071",172,172
"13072",171,171
"13073",171,171
"13074",11,11
"13075",11,12
"13076",12,11
"13077",12,12
"13078",11,11
"13079",11,12
"13080",12,11
"13081",12,12
"13082",11,11
"13083",11,11
"13084",11,11
"13085",11,11
"13086",11,12
"13087",11,124
"13088",12,11
"13089",12,12
"13090",12,124
"13091",124,11
"13092",124,12
"13093",124,124
"13094",11,11
"13095",11,12
"13096",12,11
"13097",12,12
"13098",11,11
"13099",11,12
"13100",12,11
"13101",12,12
"13102",11,11
"13103",11,12
"13104",12,11
"13105",12,12
"13106",11,11
"13107",11,12
"13108",11,124
"13109",12,11
"13110",12,12
"13111",12,124
"13112",124,11
"13113",124,12
"13114",124,124
"13115",11,11
"13116",11,11
"13117",11,11
"13118",11,11
"13119",11,11
"13120",11,11
"13121",11,12
"13122",12,11
"13123",12,12
"13124",11,11
"13125",11,11
"13126",11,11
"13127",11,12
"13128",12,11
"13129",12,12
"13130",11,11
"13131",11,12
"13132",11,112
"13133",12,11
"13134",12,12
"13135",12,112
"13136",112,11
"13137",112,12
"13138",112,112
"13139",11,11
"13140",11,11
"13141",11,12
"13142",12,11
"13143",12,12
"13144",11,11
"13145",11,21
"13146",21,11
"13147",21,21
"13148",173,173
"13149",164,164
"13150",164,174
"13151",174,164
"13152",174,174
"13153",164,164
"13154",164,174
"13155",174,164
"13156",174,174
"13157",164,164
"13158",164,174
"13159",174,164
"13160",174,174
"13161",164,164
"13162",164,174
"13163",174,164
"13164",174,174
"13165",164,164
"13166",164,174
"13167",174,164
"13168",174,174
"13169",164,164
"13170",164,174
"13171",164,145
"13172",174,164
"13173",174,174
"13174",174,145
"13175",145,164
"13176",145,174
"13177",145,145
"13178",164,164
"13179",164,174
"13180",174,164
"13181",174,174
"13182",164,164
"13183",164,174
"13184",164,145
"13185",174,164
"13186",174,174
"13187",174,145
"13188",145,164
"13189",145,174
"13190",145,145
"13191",164,164
"13192",164,174
"13193",174,164
"13194",174,174
"13195",164,164
"13196",164,174
"13197",174,164
"13198",174,174
"13199",164,164
"13200",164,174
"13201",174,164
"13202",174,174
"13203",162,162
"13204",162,162
"13205",162,162
"13206",162,6
"13207",162,33
"13208",6,162
"13209",6,6
"13210",6,33
"13211",33,162
"13212",33,6
"13213",33,33
"13214",162,162
"13215",162,125
"13216",162,6
"13217",162,33
"13218",125,162
"13219",125,125
"13220",125,6
"13221",125,33
"13222",6,162
"13223",6,125
"13224",6,6
"13225",6,33
"13226",33,162
"13227",33,125
"13228",33,6
"13229",33,33
"13230",162,162
"13231",162,33
"13232",33,162
"13233",33,33
"13234",162,162
"13235",162,162
"13236",162,33
"13237",33,162
"13238",33,33
"13239",162,162
"13240",162,162
"13241",162,5
"13242",162,96
"13243",5,162
"13244",5,5
"13245",5,96
"13246",96,162
"13247",96,5
"13248",96,96
"13249",162,162
"13250",162,33
"13251",33,162
"13252",33,33
"13253",162,162
"13254",162,162
"13255",162,33
"13256",33,162
"13257",33,33
"13258",162,162
"13259",162,162
"13260",162,5
"13261",5,162
"13262",5,5
"13263",162,162
"13264",162,33
"13265",33,162
"13266",33,33
"13267",162,162
"13268",162,162
"13269",162,162
"13270",162,162
"13271",162,5
"13272",162,96
"13273",5,162
"13274",5,5
"13275",5,96
"13276",96,162
"13277",96,5
"13278",96,96
"13279",16,16
"13280",175,175
"13281",175,66
"13282",175,73
"13283",175,21
"13284",175,37
"13285",66,175
"13286",66,66
"13287",66,73
"13288",66,21
"13289",66,37
"13290",73,175
"13291",73,66
"13292",73,73
"13293",73,21
"13294",73,37
"13295",21,175
"13296",21,66
"13297",21,73
"13298",21,21
"13299",21,37
"13300",37,175
"13301",37,66
"13302",37,73
"13303",37,21
"13304",37,37
"13305",109,109
"13306",109,109
"13307",109,109
"13308",109,109
"13309",109,65
"13310",109,154
"13311",65,109
"13312",65,65
"13313",65,154
"13314",154,109
"13315",154,65
"13316",154,154
"13317",109,109
"13318",109,109
"13319",109,165
"13320",165,109
"13321",165,165
"13322",109,109
"13323",109,109
"13324",109,165
"13325",165,109
"13326",165,165
"13327",109,109
"13328",109,109
"13329",109,109
"13330",109,109
"13331",109,109
"13332",109,109
"13333",109,109
"13334",109,109
"13335",109,109
"13336",109,109
"13337",109,176
"13338",109,165
"13339",176,109
"13340",176,176
"13341",176,165
"13342",165,109
"13343",165,176
"13344",165,165
"13345",109,109
"13346",109,65
"13347",109,154
"13348",65,109
"13349",65,65
"13350",65,154
"13351",154,109
"13352",154,65
"13353",154,154
"13354",109,109
"13355",109,109
"13356",109,176
"13357",176,109
"13358",176,176
"13359",109,109
"13360",109,109
"13361",109,65
"13362",109,154
"13363",65,109
"13364",65,65
"13365",65,154
"13366",154,109
"13367",154,65
"13368",154,154
"13369",109,109
"13370",109,109
"13371",109,151
"13372",151,109
"13373",151,151
"13374",109,109
"13375",109,151
"13376",151,109
"13377",151,151
"13378",109,109
"13379",109,109
"13380",109,109
"13381",109,109
"13382",109,109
"13383",109,109
"13384",109,176
"13385",176,109
"13386",176,176
"13387",109,109
"13388",109,176
"13389",176,109
"13390",176,176
"13391",109,109
"13392",109,151
"13393",151,109
"13394",151,151
"13395",109,109
"13396",109,109
"13397",109,109
"13398",109,109
"13399",177,177
"13400",177,177
"13401",177,177
"13402",177,177
"13403",177,177
"13404",177,177
"13405",177,177
"13406",177,177
"13407",177,177
"13408",177,177
"13409",46,46
"13410",46,48
"13411",48,46
"13412",48,48
"13413",46,46
"13414",46,48
"13415",48,46
"13416",48,48
"13417",46,46
"13418",46,46
"13419",46,40
"13420",40,46
"13421",40,40
"13422",46,46
"13423",46,40
"13424",40,46
"13425",40,40
"13426",110,110
"13427",110,110
"13428",110,110
"13429",110,110
"13430",110,110
"13431",110,110
"13432",110,110
"13433",110,110
"13434",110,110
"13435",110,110
"13436",110,110
"13437",110,110
"13438",110,110
"13439",110,110
"13440",110,110
"13441",110,110
"13442",110,110
"13443",110,110
"13444",110,165
"13445",165,110
"13446",165,165
"13447",110,110
"13448",110,110
"13449",110,110
"13450",110,110
"13451",110,110
"13452",110,110
"13453",110,110
"13454",110,110
"13455",110,110
"13456",110,110
"13457",110,110
"13458",110,110
"13459",110,110
"13460",110,110
"13461",110,110
"13462",110,110
"13463",110,110
"13464",110,110
"13465",110,110
"13466",110,110
"13467",110,110
"13468",110,110
"13469",110,110
"13470",110,110
"13471",110,110
"13472",110,110
"13473",110,110
"13474",110,110
"13475",110,110
"13476",2,2
"13477",2,2
"13478",2,66
"13479",2,73
"13480",2,72
"13481",66,2
"13482",66,66
"13483",66,73
"13484",66,72
"13485",73,2
"13486",73,66
"13487",73,73
"13488",73,72
"13489",72,2
"13490",72,66
"13491",72,73
"13492",72,72
"13493",2,2
"13494",2,66
"13495",66,2
"13496",66,66
"13497",2,2
"13498",2,2
"13499",2,2
"13500",2,66
"13501",66,2
"13502",66,66
"13503",2,2
"13504",2,66
"13505",66,2
"13506",66,66
"13507",2,2
"13508",2,29
"13509",2,31
"13510",29,2
"13511",29,29
"13512",29,31
"13513",31,2
"13514",31,29
"13515",31,31
"13516",2,2
"13517",2,2
"13518",2,66
"13519",2,73
"13520",66,2
"13521",66,66
"13522",66,73
"13523",73,2
"13524",73,66
"13525",73,73
"13526",2,2
"13527",2,2
"13528",2,2
"13529",2,2
"13530",2,2
"13531",2,66
"13532",66,2
"13533",66,66
"13534",2,2
"13535",122,122
"13536",122,122
"13537",122,122
"13538",122,122
"13539",122,122
"13540",122,122
"13541",122,122
"13542",122,122
"13543",122,122
"13544",122,122
"13545",122,122
"13546",122,122
"13547",122,122
"13548",122,122
"13549",122,122
"13550",122,150
"13551",150,122
"13552",150,150
"13553",122,122
"13554",122,122
"13555",122,122
"13556",122,122
"13557",122,122
"13558",122,122
"13559",122,122
"13560",122,122
"13561",122,122
"13562",122,122
"13563",122,122
"13564",3,3
"13565",3,3
"13566",3,3
"13567",3,3
"13568",3,3
"13569",3,3
"13570",3,3
"13571",3,3
"13572",3,4
"13573",4,3
"13574",4,4
"13575",3,3
"13576",3,5
"13577",5,3
"13578",5,5
"13579",24,24
"13580",24,24
"13581",24,24
"13582",24,24
"13583",24,24
"13584",24,24
"13585",24,24
"13586",24,24
"13587",24,24
"13588",24,24
"13589",24,24
"13590",47,47
"13591",47,61
"13592",61,47
"13593",61,61
"13594",47,47
"13595",47,47
"13596",47,47
"13597",47,61
"13598",61,47
"13599",61,61
"13600",47,47
"13601",47,61
"13602",61,47
"13603",61,61
"13604",47,47
"13605",47,61
"13606",61,47
"13607",61,61
"13608",47,47
"13609",47,47
"13610",47,47
"13611",47,61
"13612",47,37
"13613",61,47
"13614",61,61
"13615",61,37
"13616",37,47
"13617",37,61
"13618",37,37
"13619",178,178
"13620",102,102
"13621",102,102
"13622",102,102
"13623",102,102
"13624",102,102
"13625",102,102
"13626",102,102
"13627",102,102
"13628",102,102
"13629",102,102
"13630",102,102
"13631",102,102
"13632",102,102
"13633",102,102
"13634",102,102
"13635",102,102
"13636",101,101
"13637",101,101
"13638",101,101
"13639",101,101
"13640",101,101
"13641",101,101
"13642",101,101
"13643",101,101
"13644",101,101
"13645",101,101
"13646",101,138
"13647",101,165
"13648",138,101
"13649",138,138
"13650",138,165
"13651",165,101
"13652",165,138
"13653",165,165
"13654",101,101
"13655",101,101
"13656",101,101
"13657",101,138
"13658",101,165
"13659",138,101
"13660",138,138
"13661",138,165
"13662",165,101
"13663",165,138
"13664",165,165
"13665",101,101
"13666",101,101
"13667",101,138
"13668",101,165
"13669",138,101
"13670",138,138
"13671",138,165
"13672",165,101
"13673",165,138
"13674",165,165
"13675",101,101
"13676",101,101
"13677",101,179
"13678",179,101
"13679",179,179
"13680",101,101
"13681",119,119
"13682",119,119
"13683",38,38
"13684",38,38
"13685",38,38
"13686",38,38
"13687",38,38
"13688",38,38
"13689",38,38
"13690",38,38
"13691",38,38
"13692",38,38
"13693",38,38
"13694",38,38
"13695",38,38
"13696",38,38
"13697",38,38
"13698",38,38
"13699",38,38
"13700",38,38
"13701",38,38
"13702",38,38
"13703",38,38
"13704",38,77
"13705",77,38
"13706",77,77
"13707",38,38
"13708",38,38
"13709",38,38
"13710",38,38
"13711",38,38
"13712",38,38
"13713",38,38
"13714",38,38
"13715",38,38
"13716",38,38
"13717",54,54
"13718",54,54
"13719",54,54
"13720",54,54
"13721",54,54
"13722",54,54
"13723",54,54
"13724",54,54
"13725",54,54
"13726",54,54
"13727",54,54
"13728",54,54
"13729",54,54
"13730",54,137
"13731",137,54
"13732",137,137
"13733",54,54
"13734",54,54
"13735",54,137
"13736",137,54
"13737",137,137
"13738",54,54
"13739",54,54
"13740",54,54
"13741",54,54
"13742",54,54
"13743",40,40
"13744",40,40
"13745",40,40
"13746",40,40
"13747",40,40
"13748",40,40
"13749",40,40
"13750",40,40
"13751",40,40
"13752",40,40
"13753",40,40
"13754",40,40
"13755",40,40
"13756",40,40
"13757",40,40
"13758",40,40
"13759",40,40
"13760",40,40
"13761",40,40
"13762",40,40
"13763",40,40
"13764",40,40
"13765",40,48
"13766",48,40
"13767",48,48
"13768",40,40
"13769",40,40
"13770",40,40
"13771",40,40
"13772",27,27
"13773",27,27
"13774",27,27
"13775",27,27
"13776",27,27
"13777",27,27
"13778",180,180
"13779",180,4
"13780",4,180
"13781",4,4
"13782",180,180
"13783",51,51
"13784",51,51
"13785",51,51
"13786",51,51
"13787",51,51
"13788",51,51
"13789",51,51
"13790",51,51
"13791",51,51
"13792",51,51
"13793",51,51
"13794",51,51
"13795",51,51
"13796",51,51
"13797",51,51
"13798",51,51
"13799",51,51
"13800",51,51
"13801",51,51
"13802",51,51
"13803",51,51
"13804",51,51
"13805",51,51
"13806",51,51
"13807",51,51
"13808",95,95
"13809",95,95
"13810",95,95
"13811",95,95
"13812",95,95
"13813",95,95
"13814",95,95
"13815",95,95
"13816",95,95
"13817",95,95
"13818",95,95
"13819",95,95
"13820",95,95
"13821",95,95
"13822",95,95
"13823",95,95
"13824",64,64
"13825",64,64
"13826",64,64
"13827",64,37
"13828",37,64
"13829",37,37
"13830",64,64
"13831",64,64
"13832",64,64
"13833",64,64
"13834",64,37
"13835",37,64
"13836",37,37
"13837",64,64
"13838",64,21
"13839",21,64
"13840",21,21
"13841",64,64
"13842",64,64
"13843",64,64
"13844",64,64
"13845",64,20
"13846",20,64
"13847",20,20
"13848",64,64
"13849",64,20
"13850",20,64
"13851",20,20
"13852",64,64
"13853",64,64
"13854",64,64
"13855",64,64
"13856",64,64
"13857",64,64
"13858",64,64
"13859",64,64
"13860",64,64
"13861",64,64
"13862",64,64
"13863",64,29
"13864",64,31
"13865",29,64
"13866",29,29
"13867",29,31
"13868",31,64
"13869",31,29
"13870",31,31
"13871",64,64
"13872",64,64
"13873",64,64
"13874",64,64
"13875",64,64
"13876",64,64
"13877",64,64
"13878",64,64
"13879",64,64
"13880",64,20
"13881",20,64
"13882",20,20
"13883",64,64
"13884",64,64
"13885",64,64
"13886",64,64
"13887",64,64
"13888",64,64
"13889",64,64
"13890",64,64
"13891",64,64
"13892",64,64
"13893",64,64
"13894",64,64
"13895",64,20
"13896",20,64
"13897",20,20
"13898",120,120
"13899",120,120
"13900",120,37
"13901",37,120
"13902",37,37
"13903",174,174
"13904",174,145
"13905",145,174
"13906",145,145
"13907",174,174
"13908",174,145
"13909",174,181
"13910",145,174
"13911",145,145
"13912",145,181
"13913",181,174
"13914",181,145
"13915",181,181
"13916",174,174
"13917",174,174
"13918",174,145
"13919",174,181
